StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,attn_check_1,attn_check_2,attn_check_3_1,attn_check_3_2,attn_check_3_3,attn_check_4,WW_det_identity_1_1,WW_det_identity_2_1,WW_det_identity_3_1,WW_det_identity_telo_1,WW_det_prediction_1,WW_det_prediction_es_1,WW_det_prediction_te_1,WW_det_prediction_ca_1,WW_det_comp_prev,WW_det_comp_1,WW_det_comp_2,WW_imp_identity_1_1,WW_imp_identity_2_1,WW_imp_identity_3_1,WW_imp_identity_telo_1,WW_imp_prediction_1,WW_imp_prediction_es_1,WW_imp_prediction_te_1,WW_imp_prediction_ca_1,WW_imp_comp_prev,WW_imp_comp_1,WW_imp_comp_2,BL_det_identity_1_1,BL_det_identity_2_1,BL_det_identity_3_1,BL_det_identity_telo_1,BL_det_prediction_1,BL_det_prediction_es_1,BL_det_prediction_te_1,BL_det_prediction_ca_1,BL_det_comp_prev,BL_det_comp_1,BL_det_comp_2,BL_imp_identity_1_1,BL_imp_identity_2_1,BL_imp_identity_3_1,BL_imp_identity_telo_1,BL_imp_prediction_1,BL_imp_prediction_es_1,BL_imp_prediction_te_1,BL_imp_prediction_ca_1,BL_imp_comp_prev,BL_imp_comp_1,BL_imp_comp_2,WC_det_identity_1_1,WC_det_identity_2_1,WC_det_identity_3_1,WC_det_identity_telo_1,WC_det_prediction_1,WC_det_prediction_es_1,WC_det_prediction_te_1,WC_det_prediction_ca_1,WC_det_comp_prev,WC_det_comp_1,WC_det_comp_2,WC_imp_identity_1_1,WC_imp_identity_2_1,WC_imp_identity_3_1,WC_imp_identity_telo_1,WC_imp_prediction_1,WC_imp_prediction_es_1,WC_imp_prediction_te_1,WC_imp_prediction_ca_1,WC_imp_comp_prev,WC_imp_comp_1,WC_imp_comp_2,AM_det_identity_1_1,AM_det_identity_2_1,AM_det_identity_3_1,AM_det_identity_telo_1,AM_det_prediction_1,AM_det_prediction_es_1,AM_det_prediction_te_1,AM_det_prediction_ca_1,AM_det_comp_prev,AM_det_comp_1,AM_det_comp_2,AM_imp_identity_1_1,AM_imp_identity_2_1,AM_imp_identity_3_1,AM_imp_identity_telo_1,AM_imp_prediction_1,AM_imp_prediction_es_1,AM_imp_prediction_te_1,AM_imp_prediction_ca_1,AM_imp_comp_prev,AM_imp_comp_1,AM_imp_comp_2,TC_det_identity_1_1,TC_det_identity_2_1,TC_det_identity_3_1,TC_det_identity_telo_1,TC_det_prediction_1,TC_det_prediction_es_1,TC_det_prediction_te_1,TC_det_prediction_ca_1,TC_det_comp_prev,TC_det_comp_1,TC_det_comp_2,TC_imp_identity_1_1,TC_imp_identity_2_1,TC_imp_identity_3_1,TC_imp_identity_telo_1,TC_imp_prediction_1,TC_imp_prediction_es_1,TC_imp_prediction_te_1,TC_imp_prediction_ca_1,TC_imp_comp_prev,TC_imp_comp_1,TC_imp_comp_2,RO_det_identity_1_1,RO_det_identity_2_1,RO_det_identity_3_1,RO_det_identity_telo_1,RO_det_prediction_1,RO_det_prediction_es_1,RO_det_prediction_te_1,RO_det_prediction_ca_1,RO_det_comp_prev,RO_det_comp_1,RO_det_comp_2,RO_imp_identity_1_1,RO_imp_identity_2_1,RO_imp_identity_3_1,RO_det_identity_telo_1,RO_imp_prediction_1,RO_imp_prediction_es_1,RO_imp_prediction_te_1,RO_imp_prediction_ca_1,RO_imp_comp_prev,RO_imp_comp_1,RO_imp_comp_2,BT_det_identity_1_1,BT_det_identity_2_1,BT_det_identity_3_1,BT_det_identity_telo_1,BT_det_prediction_1,BT_det_prediction_es_1,BT_det_prediction_te_1,BT_det_prediction_ca_1,BT_det_comp_prev,BT_det_comp_1,BT_det_comp_2,BT_imp_identity_1_1,BT_imp_identity_2_1,BT_imp_identity_3_1,BT_imp_identity_telo_1,BT_imp_prediction_1,BT_imp_prediction_es_1,BT_imp_prediction_te_1,BT_imp_prediction_ca_1,BT_imp_comp_prev,BT_imp_comp_1,BT_imp_comp_2,DL_det_identity_1_1,DL_det_identity_2_1,DL_det_identity_3_1,DL_det_identity_telo_1,DL_det_prediction_1,DL_det_prediction_es_1,DL_det_prediction_te_1,DL_det_prediction_ca_1,DL_det_comp_prev,DL_det_comp_1,DL_det_comp_2,DL_imp_identity_1_1,DL_imp_identity_2_1,DL_imp_identity_3_1,DL_imp_identity_telo_1,DL_imp_prediction_1,DL_imp_prediction_es_1,DL_imp_prediction_te_1,DL_imp_prediction_ca_1,DL_imp_comp_prev,DL_imp_comp_1,DL_imp_comp_2,psych_glibness_1,psych_grandiose_1,psych_path_liar_1,psych_con_manip_1,psych_remorse_1,psych_shallow_affect_1,psych_callous_1,psych_parasitism_1,psych_control_behav_1,psych_goals_1,psych_impulse_1,psych_irresponsible_1,psych_responsible_1,psych_same_offense_1,psych_criminal_1,politics_1,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,StudyID,FL_6_DO,FL_103_DO,FL_98_DO,FL_93_DO,FL_88_DO,FL_83_DO,FL_78_DO,FL_73_DO,FL_68_DO,FL_63_DO,FL_58_DO,FL_53_DO,FL_48_DO,FL_43_DO,FL_38_DO,FL_33_DO,FL_27_DO,"WestWinter,Deteriorate,IdentityMeasures_DO","WestWinter,Deteriorate,PredictionMeasures_DO","WestWinter,Improve,IdentityMeasures_DO","WestWinter,Improve,PredictionMeasures_DO","BrighterLab,Deteriorate,IdentityMeasures_DO","BrighterLab,Deteriorate,PredictionMeasures_DO","BrighterLab,Improve,IdentityMeasures_DO","BrighterLab,Improve,PredictionMeasures_DO","WonderlandClothing,Deteriorate,IdentityMeasures_DO","WonderlandClothing,Deteriorate,PredictionMeasures_DO","WonderlandClothing,Improve,IdentityMeasures_DO","WonderlandClothing,Improve,PredictionMeasures_DO","AccessMine,Deteriorate,IdentityMeasures_DO","AccessMine,Deteriorate,PredictionMeasures_DO","AccessMine,Improve,IdentityMeasures_DO","AccessMine,Improve,PredictionMeasures_DO","Tecigo,Deteriorate,IdentityMeasures_DO","Tecigo,Deteriorate,PredictionMeasures_DO","Tecigo,Improve,IdentityMeasures_DO","Tecigo,Improve,PredictionMeasures_DO","RoyalOil,Deteriorate,IdentityMeasures_DO","RoyalOil,Deteriorate,PredictionMeasures_DO","RoyalOil,Improve,IdentityMeasures_DO","RoyalOil,Improve,PredictionMeasures_DO","BluewaterTobacco,Deteriorate,IdentityMeasures_DO","BluewaterTobacco,Deteriorate,PredictionMeasures_DO","BluewaterTobacco,Improve,IdentityMeasures_DO","BluewaterTobacco,Improve,PredictionMeasures_DO","DocLips,Deteriorate,IdentityMeasures_DO","DocLips,Deteriorate,PredictionMeasures_DO","DocLips,Improve,IdentityMeasures_DO","DocLips,Improve,PredictionMeasures_DO",PsychopathyMeasures_DO
5/22/23 8:41,5/22/23 8:43,0,100,135,1,5/22/23 8:43,R_vjAYcH6LG84n2gh,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,27,100,100,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,92,92,93,93,93,94,94,94,19,13,100,100,82,79,50,2,,1,,41,2,,,cmc_e3,FL_19,,,,,,,,,"Tecigo,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,TC_det_vig|TC_det_prediction_te|TC_det_prediction_ca|TC_det_prediction_es|TC_det_prediction,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:37,5/22/23 8:44,0,100,381,1,5/22/23 8:44,R_3ffpIavCHwMeO0r,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,20,0,100,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,70,20,20,50,50,35,35,20,10,10,12,25,10,10,34,2,,1,,64,5,,I don’t buy products based on company values. I don’t take into consideration what kind of company it is. Why does it matter?,cmc_e3,FL_12,,"WestWinter,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,WW_imp_vig|WW_imp_prediction_es|WW_imp_prediction|WW_imp_prediction_ca|WW_imp_prediction_te,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:40,5/22/23 8:44,0,100,221,1,5/22/23 8:44,R_3M4ogxHuXXHza7f,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,50,100,80,2,5,1,50,50,30,35,1,1,1,29,21,1,1,23,52,51,9,15,2,,5,Prefer not to say,24,5,,,cmc_e3,FL_26,,,,,,,,,,,,,,,,"DocLips,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL_imp_vig|DL_imp_prediction|DL_imp_prediction_te|DL_imp_prediction_es|DL_imp_prediction_ca,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:30,5/22/23 8:45,0,100,897,1,5/22/23 8:45,R_tQ9WTEOHiTE3tv3,anonymous,EN,1,2,2,,,,,3,0,100,100,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,55,35,53,48,58,54,53,30,0,0,31,0,13,10,50,2,,1,,49,2,,,cmc_e3,FL_11,"WestWinter,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,WW_det_vig|WW_det_identity_3|WW_det_identity_telo|WW_det_identity_1|WW_det_identity_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:40,5/22/23 8:45,0,100,288,1,5/22/23 8:45,R_1FyWiOFPECtmOim,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,80,100,100,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,81,20,29,19,30,25,50,10,0,10,40,20,19,30,20,2,,1,,41,5,,,cmc_e3,FL_13,,,"BrighterLab,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,BL_det_vig|BL_det_prediction_es|BL_det_prediction|BL_det_prediction_ca|BL_det_prediction_te,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:43,5/22/23 8:46,0,100,196,1,5/22/23 8:46,R_3MGukJxND0StNwN,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,100,100,,,,,1,5,1,100,100,100,100,100,100,100,100,80,20,70,81,81,100,90,80,2,,1,,30,4,,,cmc_e3,FL_26,,,,,,,,,,,,,,,,"DocLips,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL_imp_vig|DL_imp_identity_2|DL_imp_identity_telo|DL_imp_identity_1|DL_imp_identity_3,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:43,5/22/23 8:46,0,100,222,1,5/22/23 8:47,R_1H2AKJvqfChrAdR,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,60,100,100,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,80,49,58,40,60,71,60,66,68,66,62,69,74,79,16,2,,5,Hispanic ,23,5,,,cmc_e3,FL_22,,,,,,,,,,,,"RoyalOil,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,RO_imp_vig|RO_imp_prediction_ca|RO_imp_prediction|RO_imp_prediction_es|RO_imp_prediction_te,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:43,5/22/23 8:47,0,100,244,1,5/22/23 8:47,R_22yvyP2FuHZamTe,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,0,0,100,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,65,25,70,60,80,70,75,20,10,10,50,60,85,40,40,1,,1,,50,5,,,cmc_e3,FL_12,,"WestWinter,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,WW_imp_vig|WW_imp_identity_1|WW_imp_identity_telo|WW_imp_identity_2|WW_imp_identity_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:44,5/22/23 8:47,0,100,174,1,5/22/23 8:47,R_r6jVAtqkiPP7GEh,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,90,92,91,,,,,1,5,3,,,,,,,,,,,,70,90,71,90,91,81,81,93,90,64,69,80,8,91,91,60,1,,1,,54,4,,,cmc_e3,FL_25,,,,,,,,,,,,,,,"DocLips,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DL_det_vig|DL_det_identity_2|DL_det_identity_telo|DL_det_identity_3|DL_det_identity_1,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:42,5/22/23 8:47,0,100,293,1,5/22/23 8:47,R_swewbQ5EhWwsPLP,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50,100,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,52,51,50,51,51,51,52,51,30,31,51,51,51,40,31,2,,1,,44,5,,,cmc_e3,FL_18,,,,,,,,"AccessMine,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,AM_imp_vig|AM_imp_prediction|AM_imp_prediction_ca|AM_imp_prediction_es|AM_imp_prediction_te,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:44,5/22/23 8:48,0,100,237,1,5/22/23 8:48,R_2WSj2uamugysoUg,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,100,100,2,5,2,,,,,,,,,,,,,,,,,,,,,,,61,84,83,81,3,95,95,96,37,33,25,87,64,61,81,50,2,,1,,54,4,,,cmc_e3,FL_24,,,,,,,,,,,,,,"BluewaterTobacco,Improve,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BT_imp_vig|BT_imp_prediction_ca|BT_imp_prediction_es|BT_imp_prediction|BT_imp_prediction_te,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:46,5/22/23 8:49,0,100,159,1,5/22/23 8:49,R_3HnmRwWc66FDw4n,anonymous,EN,1,2,2,,,,,,,,,20,82,90,100,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,71,70,90,81,85,85,90,80,30,40,75,91,80,45,20,1,,1,,31,5,,,cmc_e3,FL_11,"WestWinter,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,WW_det_vig|WW_det_prediction_ca|WW_det_prediction_es|WW_det_prediction_te|WW_det_prediction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:45,5/22/23 8:50,0,100,308,1,5/22/23 8:50,R_reckqppOBDkTmdr,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,0,21,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,82,49,100,80,100,100,100,9,0,0,25,60,30,41,35,1,,2,,25,5,,,cmc_e3,FL_20,,,,,,,,,,"Tecigo,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,TC_imp_vig|TC_imp_identity_telo|TC_imp_identity_3|TC_imp_identity_1|TC_imp_identity_2,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:46,5/22/23 8:50,0,100,245,1,5/22/23 8:50,R_2vj4GBG3yzCEzO5,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,68,91,100,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,81,55,60,62,65,65,80,73,33,27,49,48,34,44,40,2,,1,,37,6,,,cmc_e3,FL_17,,,,,,,"AccessMine,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,,,AM_det_vig|AM_det_prediction|AM_det_prediction_es|AM_det_prediction_te|AM_det_prediction_ca,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:39,5/22/23 8:51,0,100,725,1,5/22/23 8:51,R_r8ExDcM9LhCIz3r,anonymous,EN,1,2,1,15,25,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,96,80,,,,,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,64,71,94,34,99,100,99,98,79,63,82,83,84,85,40,1,,1,,54,6,,Big companies are not human and we can't expect them to behave like human beings. ,cmc_e3,FL_15,,,,,"WonderlandClothing,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,,,WC_det_vig|WC_det_identity_telo|WC_det_identity_2|WC_det_identity_3|WC_det_identity_1,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:49,5/22/23 8:51,0,100,147,1,5/22/23 8:52,R_D2BTM9rAoSIzemd,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,32,57,38,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,47,53,54,53,57,64,58,50,44,59,28,56,56,58,55,2,,2,,24,5,,,cmc_e3,FL_15,,,,,"WonderlandClothing,Deteriorate,PredictionMeasures",,,,,,,,,,,,,,,,,,,,,WC_det_vig|WC_det_prediction_te|WC_det_prediction|WC_det_prediction_ca|WC_det_prediction_es,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:49,5/22/23 8:52,0,100,171,1,5/22/23 8:52,R_3NxPt0Kj8lPER2j,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,52,50,63,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,60,50,62,52,68,61,67,52,45,45,57,49,59,63,20,2,,1,,44,4,,,cmc_e3,FL_13,,,"BrighterLab,Deteriorate,IdentityMeasures",,,,,,,,,,,,,,,,,,BL_det_vig|BL_det_identity_telo|BL_det_identity_3|BL_det_identity_2|BL_det_identity_1,,,,,,,,,,,,,,,,,,,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
5/22/23 8:40,5/22/23 8:52,0,100,751,1,5/22/23 8:52,R_1QKOnJqtAj4cbfY,anonymous,EN,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,41,100,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,67,94,96,90,96,88,100,36,13,10,12,75,77,64,34,4,Genderfluid,1,,30,5,,Corporations are not people.,cmc_e3,FL_22,,,,,,,,,,,,"RoyalOil,Improve,IdentityMeasures",,,,,,,,,,,,,,,,,,,,,,,,,,,RO_imp_vig|RO_imp_identity_2|RO_imp_identity_1|RO_det_identity_telo|RO_imp_identity_3,,,,,,,,,,psych_instructions|psych_glibness|psych_grandiose|psych_path_liar|psych_con_manip|psych_remorse|psych_shallow_affect|psych_callous|psych_parasitism|psych_control_behav|psych_goals|psych_impulse|psych_irresponsible|psych_responsible|psych_same_offense|psych_criminal
